steering,throttle,image,shaftspeed,heading
0.5154639175257731,0.3215434083601286,./images/time: 2023-09-07 14:53:41.373189.png,64171.1229946524,1.578217376178922
0.794912559618442,0.794912559618442,./images/time: 2023-09-07 14:53:41.439368.png,400000.0,1.595605054104596
0.5128205128205128,0.5128205128205128,./images/time: 2023-09-07 14:53:41.442670.png,53571.42857142857,1.595605054104596
0.4716981132075472,0.21505376344086022,./images/time: 2023-09-07 14:53:41.451452.png,1714285.7142857143,1.595605054104596
0.5102040816326531,0.07993605115907274,./images/time: 2023-09-07 14:53:41.459434.png,21428.571428571428,1.595605054104596
1.2820512820512822,0.625,./images/time: 2023-09-07 14:53:41.471367.png,52401.74672489083,1.595605054104596
0.9900990099009901,0.09560229445506692,./images/time: 2023-09-07 14:53:41.476961.png,666666.6666666666,1.595605054104596
1.0638297872340425,1.0638297872340425,./images/time: 2023-09-07 14:53:41.484500.png,104347.82608695653,1.8157538164291729
0.8,0.07930214115781126,./images/time: 2023-09-07 14:53:41.492913.png,110091.74311926606,1.8157538164291729
0.273972602739726,3.3333333333333335,./images/time: 2023-09-07 14:53:41.503560.png,58823.529411764706,1.8157538164291729
0.25510204081632654,0.17391304347826086,./images/time: 2023-09-07 14:53:41.509552.png,44117.64705882353,1.8157538164291729
0.08658008658008658,0.08658008658008658,./images/time: 2023-09-07 14:53:41.517525.png,85106.3829787234,1.8157538164291729
0.234192037470726,0.15384615384615385,./images/time: 2023-09-07 14:53:41.526017.png,40133.77926421405,1.8157538164291729
1.098901098901099,0.07380073800738007,./images/time: 2023-09-07 14:53:41.536694.png,109090.90909090909,1.8157538164291729
0.31347962382445144,2.0,./images/time: 2023-09-07 14:53:41.542382.png,46153.846153846156,1.8157538164291729
14.285714285714286,0.35842293906810035,./images/time: 2023-09-07 14:53:41.550834.png,184615.38461538462,1.8157538164291729
0.7246376811594203,0.7246376811594203,./images/time: 2023-09-07 14:53:41.559006.png,193548.38709677418,1.8157538164291729
11.11111111111111,0.0827129859387924,./images/time: 2023-09-07 14:53:41.570013.png,210526.31578947368,1.8157538164291729
0.6369426751592356,0.0827129859387924,./images/time: 2023-09-07 14:53:41.575700.png,32697.547683923705,1.8157538164291729
0.6578947368421053,0.8620689655172413,./images/time: 2023-09-07 14:53:41.584167.png,131868.13186813187,1.84594458365924
0.21739130434782608,0.08361204013377926,./images/time: 2023-09-07 14:53:41.592478.png,45801.52671755725,1.84594458365924
0.25906735751295334,0.1392757660167131,./images/time: 2023-09-07 14:53:41.603529.png,255319.1489361702,1.84594458365924
0.28328611898017,0.046490004649000466,./images/time: 2023-09-07 14:53:41.609075.png,36697.247706422015,1.84594458365924
1.4492753623188406,1.4492753623188406,./images/time: 2023-09-07 14:53:41.617329.png,1333333.3333333333,1.84594458365924
0.2336448598130841,0.3115264797507788,./images/time: 2023-09-07 14:53:41.625758.png,74074.07407407407,1.84594458365924
2.2222222222222223,0.7692307692307693,./images/time: 2023-09-07 14:53:41.636169.png,25862.068965517243,1.84594458365924
0.205761316872428,0.06997900629811056,./images/time: 2023-09-07 14:53:41.642276.png,49382.71604938272,1.84594458365924
0.4608294930875576,0.17064846416382254,./images/time: 2023-09-07 14:53:41.650697.png,80536.91275167785,1.84594458365924
6.25,0.36101083032490977,./images/time: 2023-09-07 14:53:41.659307.png,150000.0,1.84594458365924
0.2284148012791229,1.2315270935960592,./images/time: 2023-09-07 14:53:41.670518.png,70175.43859649122,1.84594458365924
1.0638297872340425,0.6666666666666666,./images/time: 2023-09-07 14:53:41.675872.png,52173.913043478264,1.84594458365924
0.3875968992248062,0.1019367991845056,./images/time: 2023-09-07 14:53:41.684468.png,260869.5652173913,1.814530525846793
0.3184713375796178,0.29239766081871343,./images/time: 2023-09-07 14:53:41.692406.png,121212.12121212122,1.814530525846793
0.25839793281653745,0.25839793281653745,./images/time: 2023-09-07 14:53:41.705126.png,173913.04347826086,1.814530525846793
0.8012820512820513,0.33222591362126247,./images/time: 2023-09-07 14:53:41.710203.png,431654.6762589928,1.814530525846793
1.694915254237288,0.05555555555555555,./images/time: 2023-09-07 14:53:41.717345.png,59701.49253731343,1.814530525846793
1.4492753623188406,0.09380863039399624,./images/time: 2023-09-07 14:53:41.725705.png,70175.43859649122,1.814530525846793
1.1111111111111112,0.2824858757062147,./images/time: 2023-09-07 14:53:41.736098.png,16806.722689075632,1.814530525846793
2.857142857142857,0.2824858757062147,./images/time: 2023-09-07 14:53:41.742211.png,60913.705583756346,1.814530525846793
1.6666666666666667,0.029120559114735003,./images/time: 2023-09-07 14:53:41.751213.png,29629.62962962963,1.814530525846793
0.2857142857142857,0.13679890560875513,./images/time: 2023-09-07 14:53:41.758941.png,37974.6835443038,1.814530525846793
0.3401360544217687,0.3401360544217687,./images/time: 2023-09-07 14:53:41.769445.png,55555.555555555555,1.814530525846793
3.125,3.125,./images/time: 2023-09-07 14:53:41.776146.png,375000.0,1.814530525846793
0.9345794392523364,0.9345794392523364,./images/time: 2023-09-07 14:53:41.784017.png,244897.95918367346,1.8021236513145236
0.8620689655172413,0.8620689655172413,./images/time: 2023-09-07 14:53:41.792179.png,126582.27848101266,1.8021236513145236
5.2631578947368425,0.8695652173913043,./images/time: 2023-09-07 14:53:41.802632.png,279069.76744186046,1.8021236513145236
0.2840909090909091,0.06635700066357,./images/time: 2023-09-07 14:53:41.809084.png,271493.2126696833,1.8021236513145236
0.18214936247723132,0.7518796992481203,./images/time: 2023-09-07 14:53:41.817438.png,56074.766355140186,1.8021236513145236
0.7092198581560284,0.3952569169960474,./images/time: 2023-09-07 14:53:41.825680.png,600000.0,1.8021236513145236
0.9900990099009901,0.04387889425186485,./images/time: 2023-09-07 14:53:41.836593.png,62827.22513089005,1.8021236513145236
2.4390243902439024,2.4390243902439024,./images/time: 2023-09-07 14:53:41.842352.png,352941.17647058825,1.8021236513145236
0.3367003367003367,0.2777777777777778,./images/time: 2023-09-07 14:53:41.851270.png,125000.0,1.8021236513145236
0.6451612903225806,0.0706713780918728,./images/time: 2023-09-07 14:53:41.858902.png,55350.553505535056,1.8021236513145236
0.4366812227074236,0.228310502283105,./images/time: 2023-09-07 14:53:41.869481.png,50847.457627118645,1.8021236513145236
0.2518891687657431,0.234192037470726,./images/time: 2023-09-07 14:53:41.875582.png,106194.69026548673,1.8021236513145236
1.694915254237288,0.24691358024691357,./images/time: 2023-09-07 14:53:41.883910.png,6000000.0,1.8191688774400718
2.7027027027027026,0.18552875695732837,./images/time: 2023-09-07 14:53:41.892365.png,33057.85123966942,1.8191688774400718
0.4166666666666667,0.4166666666666667,./images/time: 2023-09-07 14:53:41.902808.png,240000.0,1.8191688774400718
0.09737098344693282,0.09737098344693282,./images/time: 2023-09-07 14:53:41.908647.png,33707.86516853933,1.8191688774400718
4.0,0.09737098344693282,./images/time: 2023-09-07 14:53:41.917099.png,56074.766355140186,1.8191688774400718
0.78125,0.14749262536873156,./images/time: 2023-09-07 14:53:41.925585.png,461538.46153846156,1.8191688774400718
1.7543859649122806,0.6493506493506493,./images/time: 2023-09-07 14:53:41.936011.png,235294.11764705883,1.8191688774400718
0.43478260869565216,0.14684287812041116,./images/time: 2023-09-07 14:53:41.942054.png,127659.5744680851,1.8191688774400718
1.9230769230769231,1.25,./images/time: 2023-09-07 14:53:41.951144.png,150000.0,1.8191688774400718
0.18796992481203006,0.08795074758135445,./images/time: 2023-09-07 14:53:41.958804.png,1714285.7142857143,1.8191688774400718
0.5586592178770949,0.5586592178770949,./images/time: 2023-09-07 14:53:41.969464.png,187500.0,1.8191688774400718
16.666666666666668,0.8264462809917356,./images/time: 2023-09-07 14:53:41.975474.png,131868.13186813187,1.8191688774400718
0.3831417624521073,0.2915451895043732,./images/time: 2023-09-07 14:53:41.983765.png,74534.16149068323,1.7967264804259633
0.2660989888238425,0.2660989888238425,./images/time: 2023-09-07 14:53:41.992134.png,99833.61064891847,1.7967264804259633
6.25,0.10030090270812438,./images/time: 2023-09-07 14:53:42.002679.png,162162.16216216216,1.7967264804259633
0.2347417840375587,2.0833333333333335,./images/time: 2023-09-07 14:53:42.008622.png,62176.16580310881,1.7967264804259633
0.31446540880503143,0.060496067755595885,./images/time: 2023-09-07 14:53:42.016966.png,90909.09090909091,1.7967264804259633
0.5235602094240838,0.20161290322580644,./images/time: 2023-09-07 14:53:42.025404.png,58252.42718446602,1.7967264804259633
1.9607843137254901,0.06013229104028864,./images/time: 2023-09-07 14:53:42.035817.png,112149.53271028037,1.7967264804259633
0.3412969283276451,0.08936550491510277,./images/time: 2023-09-07 14:53:42.042150.png,126315.78947368421,1.7967264804259633
0.24937655860349128,0.12755102040816327,./images/time: 2023-09-07 14:53:42.051201.png,204081.6326530612,1.7967264804259633
0.9174311926605505,0.11695906432748537,./images/time: 2023-09-07 14:53:42.058570.png,750000.0,1.7967264804259633
1.3888888888888888,1.0526315789473684,./images/time: 2023-09-07 14:53:42.069380.png,181818.18181818182,1.7967264804259633
0.12121212121212122,0.17301038062283736,./images/time: 2023-09-07 14:53:42.075306.png,39867.109634551496,1.7967264804259633
1.5151515151515151,0.24330900243309003,./images/time: 2023-09-07 14:53:42.083609.png,30379.74683544304,1.8126734277513292
0.5780346820809249,6.25,./images/time: 2023-09-07 14:53:42.091824.png,26966.29213483146,1.8126734277513292
